county_ansi,year,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,zndx07,zndx08,zndx_jja,pdsi_may
117,2012,6.44,7.53,43.9,57.2,54,43.4,96.3,88.8,90.2,-1.59,-2.92,-3,-2.5,-4.49,-1.13,-2.75,-0.8
117,2013,9.36,3.61,40.9,54.4,57.2,43.8,83.9,84.2,83.7,3.18,-0.07,-0.8,0.77,-0.22,-2.21,-0.65,3.36
117,2014,5.27,3.89,42.6,53.5,54.3,45.7,82.1,84.3,83.4,1.27,0.8,1.92,1.33,-1.01,3.6,1.59,0.6
117,2015,5.12,4.19,44.4,56.2,59.6,44.6,84.2,83.2,83.1,3.54,4.18,4.27,4,3.02,1.54,2.85,2.46
117,2016,4.26,14.72,43.8,52.6,60.7,51.5,85.2,85.1,86.07,1.1,2.87,3.51,2.49,5.64,2.8,2.04,2.09
117,2017,5.28,3.28,46.7,52.8,56.5,48.6,88.4,82.7,85.3,-0.18,0.18,-0.21,-0.07,0.55,-0.64,-0.21,2.24
117,2018,9.89,1.49,35.3,61.1,60.4,45,86,85.6,86.27,-1.82,-1.76,-1.33,-1.64,-0.39,0.75,0.05,-1.95
117,2019,11.33,5.71,43.3,54.6,62.5,43.7,87.4,83.6,84.23,2.28,1.89,2.74,2.3,-0.47,3.14,0.98,2.44
117,2020,11.77,3.65,39.6,52,55.5,41.2,87,83.4,85.5,2.07,2.7,2.69,2.49,2.53,0.8,0.54,2.94
117,2021,8.38,4.33,42.4,52,58.4,51.7,84.4,86.2,85.2,1.05,2.29,2.56,1.97,4.04,1.52,2.24,0.74
117,2022,8.41,2.78,41.4,55.9,56.4,40.4,87.2,85.4,86.33,0.9,2.16,2.27,1.78,4.06,0.99,1.3,1.44
117,2023,8.84,4.23,42.4,53.7,56.9,46.6,87.3,84.8,85.67,-1.09,-1.18,-0.94,-1.07,-0.59,0.35,-0.49,-0.76
117,2024,7.06,3.95,45.3,57.9,57,44.5,85,85.4,85.8,-1.64,-0.72,-1.05,-1.14,2.24,-1.19,-0.43,-0.96
117,2025,4.75,9.78,43.9,52.4,56.5,49.8,88.4,84.7,85.73,0.34,1.49,-0.68,0.38,3.54,-2.03,0.16,0.76
119,1980,5.86,4.43,42.3,53.8,57.8,41.4,94.1,92.5,90.87,-2.85,-2.76,-2.69,-2.77,-0.62,-0.64,-0.69,-2.88
119,1981,4.41,1.76,50.1,50.3,55,43.6,87.2,84.3,85.4,0.74,2.18,2.5,1.81,4.54,1.66,2.33,0.53
119,1982,9.67,3.92,39.2,58.4,55.7,44.4,87.8,83.7,83.63,1.97,2.42,2.63,2.34,1.94,1.39,1.64,1.6
119,1983,5.26,11.15,40.4,51.3,56.4,47.7,93.4,94.1,90.63,3.96,2.77,1.78,2.84,-2.37,-2.11,-0.97,3.84
119,1984,8.65,11.73,44.3,51.2,55.1,50.7,87.7,89.5,88.2,-0.82,-1.49,-1.97,-1.43,-2.29,-1.89,-2.21,3.43
119,1985,10.75,9.07,47.9,55.2,57.3,48.7,87.8,82.5,83.57,3.05,2.88,3.5,3.14,0.45,2.76,2.17,2.16
119,1986,5.66,12.46,46.5,56.1,61.2,48.2,91,84.2,87.57,-1.94,0.21,-0.31,-0.68,0.63,-0.92,-0.48,-1.73
119,1987,4.73,3.14,42.2,59,56.7,39.3,89.2,88,88.53,-2.39,-1.94,-1.6,-1.98,0.61,0.42,-0.27,-1.98
119,1988,9.49,10.88,41.5,52.4,57.5,40.6,89.6,91.1,89.83,-2.32,-2.65,-2.99,-2.65,-1.7,-1.85,-2.07,-1.6
119,1989,7.63,8.9,43.8,50.3,54.4,46.7,86.4,85.4,84.93,-1.45,-1.43,-1.22,-1.37,-0.4,0.19,-0.47,-1.17
119,1990,8.59,1.98,42,52,59.6,42.8,87.5,84.7,85.67,1.79,1.65,1.43,1.62,0.12,-0.15,0.05,1.93
119,1991,5.69,10.56,48.1,61,58.1,47.1,88.2,87.8,87.73,-1.81,-1.75,-2.11,-1.89,-0.39,-1.62,-1.6,-0.97
119,1992,5.72,4.75,43.4,52.4,55.3,44.6,86.7,82,83.63,-2.51,-1.94,-1.82,-2.09,0.93,-0.24,-0.41,-2.08
119,1993,9.11,10.66,42.1,54.5,54.8,43.1,88.4,87.6,86.47,2.33,2.85,3.13,2.77,2.27,1.73,1.81,2.07
119,1994,4.49,6.48,43.9,50.9,55,48,86.1,85.4,86.2,2.97,2.4,1.8,2.39,-0.77,-1.06,-0.83,3.56
119,1995,8.72,7.67,42.1,53.2,53.4,45.7,88.3,91.2,87.57,2.79,2.32,2.36,2.49,-0.55,0.85,0.19,3
119,1996,6.46,4.21,39.9,56.2,54.9,45.3,85.2,86.6,85.17,1.45,1.91,1.38,1.58,1.82,-1,0.05,1.87
119,1997,10.01,7.16,38.7,49.6,57.1,46.2,88.8,83.8,84.53,-0.9,-1.26,-0.9,-1.02,-1.37,0.71,-0.66,-0.51
119,1998,10.98,4.88,44.4,60.2,62.3,48.2,86.9,86.5,85.9,2.21,2.81,2.99,2.67,2.47,1.41,2.58,1.04
119,1999,10.08,3.81,48.4,55.1,54.2,44.4,91.1,85.9,86.87,0.49,-0.05,-0.43,0,-0.15,-1.14,0.06,-0.53
119,2000,6.28,3.03,42,57.8,56,49,85.1,87.8,85.03,1.51,2.51,3.31,2.44,3.46,3.18,3.53,0.21
119,2001,4.87,4.96,49.5,56.5,55.4,45.6,88.3,87.9,86.3,0.77,1.13,1.42,1.11,1.33,1.22,0.67,1.05
119,2002,8.28,6.89,46.3,51.4,59.4,44.8,90.6,87.3,88.1,3.31,-0.41,-0.3,0.87,-1.23,0.2,-0.18,3.51
119,2003,5.49,2.95,45,53.3,54.1,45.8,87.7,88.3,85.17,1.4,1.31,1.06,1.26,0.15,-0.32,0.98,0.41
119,2004,9.51,8.36,45.7,59,56.2,48.6,84.2,81.2,82.47,2.09,2.68,2.96,2.58,2.4,1.66,0.95,2.78
119,2005,12.16,8.57,46.2,51.5,60.9,46.4,88.8,88.2,88.33,-2.04,-2.07,-1.68,-1.93,-0.7,0.5,-0.66,-1.62
119,2006,6.81,5.02,48.2,54.8,55.6,43,89.7,88.3,87.6,-2.08,-2.46,-2.6,-2.38,-1.79,-1.18,-1.23,-2.05
119,2007,8.6,6.81,41.8,59.3,59.8,50.2,86.1,93.5,88.13,-0.96,-1.3,-2.33,-1.53,-1.3,-3.5,-1.93,-0.71
119,2008,14.36,4.8,42.6,51,58.5,46,86.8,84.4,85.47,3.3,4.22,3.64,3.72,3.76,-0.42,0.99,3.81
119,2009,6.17,6.08,44.1,55.5,57.5,43.6,82.1,83.3,83.6,3.31,3.63,3.55,3.5,1.97,0.89,1.15,3.47
119,2010,5.35,8.39,49.2,56.3,58.3,45.4,89,90.2,89.13,3.51,4.01,3.99,3.84,2.6,1.18,1.7,3.42
119,2011,8.29,6.72,46.3,54.4,54.7,45,92.3,88.8,88.87,4.01,-0.28,-1.1,0.88,-0.85,-2.56,-0.08,3.29
119,2012,7.23,7.57,46.2,59.1,56.3,45.2,97.2,89.6,91.6,-1.74,-3.1,-3.39,-2.74,-4.63,-1.82,-3.1,-0.87
119,2013,10.42,3.49,42.8,55.9,59.7,46.1,85,85.5,84.9,3.63,3.7,-0.46,2.29,1.34,-1.39,0.88,3.04
119,2014,4.95,4.22,44.7,56.2,56.2,47.4,83.8,86.2,84.83,1.37,1.11,1.87,1.45,-0.36,2.62,1.24,0.99
119,2015,5.72,5.22,46.7,57.4,61.3,47.2,86.5,84.7,85,3.45,3.53,4.24,3.74,1.3,3.23,2.96,2.23
119,2016,4.25,16.53,45.5,53.7,62.2,52.8,87.8,86.6,87.93,1.55,2.76,3.55,2.62,4.09,3.24,1.57,2.7
119,2017,6.29,4.04,48.3,54.5,58.1,50.1,89.8,83.7,86.5,-0.28,0.31,-0.17,-0.05,0.93,-0.5,-0.13,3.14
119,2018,12.89,2.2,37,62.4,62.3,47.8,87.3,86.7,87.53,1.2,1.26,1.47,1.31,0.55,1.01,0.79,1.04
119,2019,11.81,6.89,45.1,56.2,63.8,45.2,87.7,85,85.07,3.29,3.13,4.36,3.59,0.55,4.64,2.15,3.2
119,2020,12.57,4.96,41,53,57.1,43,88.1,83.8,86.33,3.25,4.16,4.2,3.87,3.74,1.41,1.13,4.27
119,2021,9.93,5.21,43.5,52.9,59.6,52.7,85.6,87.4,86.27,1.98,2.89,3.03,2.63,3.34,1.32,1.61,2.15
119,2022,10.67,3.31,42.7,57.1,57.4,42.2,88.6,86.6,87.63,1.22,2.52,2.37,2.04,4.27,0.35,0.96,2
119,2023,9.84,4.26,43.5,55.1,58.4,47.4,88.6,86,86.73,-1.4,-0.86,-0.66,-0.97,1.19,0.33,-0.04,-0.95
119,2024,7.11,3.64,47.2,59.4,59.3,46.1,85.5,86,86.5,0.3,1.61,-0.52,0.46,4.03,-1.56,-0.01,1.25
119,2025,6.08,11.06,46.4,54.3,59.4,51.9,89.3,85.7,86.6,1.7,2.22,-0.54,1.13,2.08,-1.62,-0.02,2.09
121,1980,6.89,6.18,41.1,53,57.5,40.6,93.1,92.4,90.37,-1.53,-1.85,-2.16,-1.85,-1.42,-1.52,-1.33,-1.32
121,1981,4.22,2.62,49.4,49.4,54,42.8,86.9,84.1,85.3,0.73,1.14,1.68,1.18,1.47,1.97,0.97,1
121,1982,11.69,4.34,38.4,56.5,54.8,44.3,86.8,83.3,83,1.11,1.53,1.62,1.42,1.6,0.76,0.87,1.14
121,1983,5.41,12.03,39.6,49.9,55.7,46.8,92,94,89.97,3.38,-0.76,-1.48,0.38,-2.28,-2.4,-0.72,2.84
121,1984,8.8,10.71,42.7,49.7,54.4,51.7,87.3,88,87.7,2.07,1.12,0.58,1.26,-2.22,-1.26,-1.94,3.18
121,1985,12.24,10.46,47.4,53.8,55.7,48.5,87,82.5,83.23,3,2.35,3.44,2.93,-1.03,4,1.83,2.41
121,1986,7.36,14.15,45.5,55.5,60.2,46.9,90.5,83.2,87.03,-1.99,0.62,0.41,-0.32,1.85,-0.42,-0.19,-1.47
121,1987,5.2,3.9,41.8,58.2,55.1,37.6,88.1,87.8,87.97,-2.7,1,0.75,-0.32,2.99,-0.45,0.17,-2.26
121,1988,11.8,11.83,40.3,50.3,56.7,38.8,90.3,91,90.17,-2.33,-2.14,-2.54,-2.34,-0.17,-1.84,-1.64,-1.51
121,1989,10.47,8.68,43.1,49.6,54.2,44.1,86.4,86.3,85.1,-0.21,-0.67,-0.82,-0.57,-1.47,-0.65,-0.91,0.16
121,1990,8.65,2.39,41,51.5,57.1,41.4,87.3,85.3,85.63,2.19,1.66,1,1.62,-0.92,-1.47,-0.76,2.4
121,1991,7.11,13.07,48.3,60.9,56.3,46.7,88.9,89,88.3,-2.24,-2.7,-3.13,-2.69,-2.08,-2.13,-2.29,-1.51
121,1992,5.66,5.51,43.5,51,54.5,42,86.8,82.7,83.83,-2.92,-2.59,-2.79,-2.77,0.07,-1.39,-1.32,-2.27
121,1993,9.82,8.99,42.4,53.9,54.2,41.2,88.8,87,86.3,1.43,2.7,3.25,2.46,4.23,2.5,2.51,1.3
121,1994,5.33,9.26,43.8,48.5,53.2,46,86.2,84.6,85.97,-0.59,-0.8,-0.98,-0.79,-0.81,-0.79,-0.59,-0.59
121,1995,7.9,7.13,42.1,53.1,52.9,44.7,87.9,90.5,87.23,3.1,-0.31,-0.18,0.87,-0.92,0.28,0.67,2.47
121,1996,7.42,4.8,39.5,55.9,54,44.8,86,87.4,85.57,1.79,-0.25,-0.91,0.21,-0.76,-2.05,-0.68,1.7
121,1997,11.85,6.5,38.1,48.8,55.8,45.1,87.7,83.1,83.63,0.43,0.32,0.53,0.43,-0.19,0.72,0.6,-0.45
121,1998,10.3,5.14,44,58.9,60.6,47,86.2,85.7,85.17,1.68,2.17,2.57,2.14,2.02,1.86,2.09,0.98
121,1999,14.84,4.15,47.7,53.4,52.5,43,89.6,85,85.8,2.34,2.52,-0.02,1.61,1.24,-0.07,0.62,2.36
121,2000,8.27,3.61,40.7,56.2,55.1,47.8,83.3,85.3,83.53,1.7,2.27,3.13,2.37,2.23,3.3,3.47,0.08
121,2001,4.72,6.62,48,54.9,53.1,43.8,86.4,87.4,85.23,0.08,0.38,0.74,0.4,0.92,1.19,0.79,-1.94
121,2002,10.21,6.65,45.4,50.4,59.7,44.6,90.7,88.2,88.37,-0.5,-1.17,-1.94,-1.2,-2.16,-2.67,-2.11,2.83
121,2003,6.79,4.53,45,53,53.3,44.1,87.1,87.6,84.47,1.04,-0.27,-0.29,0.16,-0.8,-0.16,0.02,0.77
121,2004,9.05,7.87,44.9,59.2,56,47.4,83.5,81.5,82.27,0.27,0.71,2.06,1.01,1.41,4.26,1.4,0.85
121,2005,11.82,7.58,46.1,50.4,60.2,45.1,88.1,88.5,87.7,-2.33,-2.22,-1.86,-2.14,-0.37,0.39,-0.91,-1.58
121,2006,10.86,6.14,46.3,53.2,53.7,41.7,87.8,87.1,86.37,0.59,0.27,0.22,0.36,-0.77,-0.07,-0.05,0.39
121,2007,9.27,7.8,40.1,57.8,59,49.5,85,93.8,88,-1.24,-1.3,-2.21,-1.58,-0.59,-3.12,-1.25,-1.37
121,2008,16.64,6.64,41.9,50.4,58.3,44.4,86.1,83.6,84.93,3.8,4.05,3.74,3.86,1.93,0.32,0.93,4.03
121,2009,6.72,6.11,43.3,54.3,57.3,42.6,81.5,82.7,83.07,3.14,3.92,3.55,3.54,3.31,0.12,1.34,3.27
121,2010,5.71,7.04,47.7,56,56.6,43.8,88.5,89.5,88.33,2.27,2.67,2.46,2.47,1.9,0.2,1.19,1.98
121,2011,8.98,6.76,46,53.8,54,44,91.1,87.2,87.7,4.07,4.21,3.4,3.89,1.67,-1.12,1.54,3.03
121,2012,8.35,10.57,44.4,58.3,55.4,44.3,96.5,89,90.77,-2.33,-3.42,-3.39,-3.05,-3.98,-0.97,-2.65,-1.48
121,2013,11.42,3.98,41.6,54.6,58.2,45.5,82.8,84.1,83.2,4.06,4.71,4.04,4.27,3.19,-0.55,1.97,3.31
121,2014,4.1,7.37,44.4,55.2,54.5,46.8,82.3,84.1,83.27,1.74,1.36,2.74,1.95,-0.6,4.55,1.65,1.57
121,2015,7.59,6.36,45.4,56.4,60,46.1,85,83.3,83.43,4.23,3.87,3.89,4,0.25,1.25,2.54,2.44
121,2016,6.03,14.3,44.1,53.1,61,50.6,86.2,85.3,86.43,1.54,1.84,3.24,2.21,1.38,4.76,1.47,2.37
121,2017,5.64,4.08,47.6,54.4,57.5,48.4,89.5,83.5,86.07,-0.4,-0.39,-0.87,-0.55,-0.08,-1.57,-0.95,1.34
121,2018,13.5,5.4,35.8,61.1,62.1,46.5,86.8,84.8,86.3,1.57,1.36,2.35,1.76,-0.15,3.39,2.14,0.56
121,2019,13.32,8.28,44.1,55.9,62.7,45.6,87.5,84.6,84.67,4.56,4.19,5.61,4.79,0.28,5.58,2.73,4.22
121,2020,13.84,6.19,40.2,52.4,56.3,43.5,88.8,84,86.27,3.35,3.81,3.77,3.64,2.43,1.06,0.74,4.21
121,2021,11.76,7.37,42.7,52.1,58.4,52.5,86,86.7,86.23,1.25,2.51,3.48,2.41,4.17,3.68,2.07,2
121,2022,12.02,5.08,41.5,56.2,57.1,41.4,88.5,86.2,87.4,1.74,2.99,3.03,2.59,4.28,1.07,1.24,2.54
121,2023,11.87,4.39,42.4,54.2,57.8,47.4,88.9,85.7,86.93,-1.01,0.03,0.65,-0.11,0.08,1.87,0.13,-0.56
121,2024,8.89,3.76,46,58.9,59,45.7,86.1,85.9,86.43,0.28,2.5,2.34,1.71,6.75,0.3,1.87,0.85
121,2025,6.58,9.44,45.1,53.5,58.2,49.7,90.9,86.5,87.7,3.04,3.5,-0.68,1.95,2.31,-2.03,0.2,3.28
123,1980,4.7,5.75,38.1,50.4,55.3,37.8,89,86.8,85.57,0.66,-0.61,1.16,0.4,-1.82,3.48,1.21,-1.03
123,1981,3.46,3.25,43.9,46.1,52.2,38.8,82.6,80.1,81.43,1.99,2.37,4.18,2.85,1.76,6.15,3.48,1.28
123,1982,8.31,2.86,34.6,55.4,52.1,41.4,84.2,80.5,80.77,2.89,3.96,3.33,3.39,4.12,-0.67,1.05,3.33
123,1983,4.84,10.77,36.9,47.2,52.7,42.6,90.5,90,87.93,3.06,1.88,1.06,2,-2.61,-1.86,-1.65,3.6
123,1984,6.8,8.1,39.8,47.5,51.7,45.5,83.8,87,84.9,-0.45,-0.55,-1.41,-0.8,-0.43,-2.76,-1.52,2.63
123,1985,10.74,6.77,44.7,51.4,55.3,43.2,83.9,79.8,81.23,-1.71,-1.63,-1.44,-1.59,-0.28,0.05,-0.34,-1.61
123,1986,3.31,11.05,40.5,51.5,57.1,43.6,85.8,79.8,82.7,0.92,1.29,0.84,1.02,1.38,-0.95,0.64,0.47
123,1987,3.47,2.64,39.6,53.8,52.7,35,88.4,83.9,85.9,-2.11,-2.79,1.2,-1.23,-2.67,3.59,-0.29,-1.69
123,1988,5.55,7.44,37.5,49.2,53.2,36.1,90.9,90,89.4,-2.33,-3.55,-3.85,-3.24,-4.36,-2.01,-3.28,-1.31
123,1989,3.27,6.16,38.1,47,50.3,41.4,85.9,82.6,83.23,-3.63,-3.71,0.33,-2.34,-1.38,0.99,-0.65,-3.46
123,1990,9.01,2.35,39.2,47.7,55,39.2,82,81.5,81.6,4.05,4.35,4.59,4.33,2.16,2.06,3.08,2.65
123,1991,6.53,7.78,43.7,57.6,52.7,43.3,87.7,85.4,86.47,-0.88,-2.03,-2.44,-1.78,-3.74,-1.86,-2.68,-0.07
123,1992,4.68,5.16,37.4,46.9,51,39.5,80,77.9,79.77,-2.35,2.28,2.08,0.67,6.84,0.1,1.56,-1.78
123,1993,8.33,9.14,37.5,51.2,50.9,39,82.9,82.9,81.8,3.76,4.62,5.22,4.53,3.74,3.21,3.09,3.33
123,1994,4.05,3.96,39.5,46.9,53.8,44.9,83.8,79.8,82.97,1.27,0.78,1.39,1.15,-1.1,2.09,0.2,1.57
123,1995,5.1,7.38,36.1,47.8,49.7,42.5,87,88.4,86.27,-0.02,-0.32,-0.33,-0.22,-0.91,-0.15,-0.37,3.58
123,1996,3.13,2.82,34.7,48.4,51.5,41.4,83.3,83.2,82.37,1.29,2.17,-0.55,0.97,3.07,-1.64,0.33,1.59
123,1997,8.52,3.18,34.5,44.1,53.6,42,86.3,80.6,82.97,-1.08,-1.22,1.29,-0.34,-0.75,3.88,0.75,-0.88
123,1998,9.6,4.41,40.6,55,57.2,43.6,85.3,84.8,83.33,2.66,-0.14,-0.62,0.63,-0.43,-1.47,0.25,1.98
123,1999,5.56,3.76,41.4,51.6,50,40.2,88.9,81.8,84.27,1.06,-0.53,-0.61,-0.03,-1.6,-0.38,-0.22,0.69
123,2000,4.26,2.98,38.6,53.3,53.5,45.2,82.1,84.5,82,0.66,-0.13,-0.39,0.05,-0.38,-0.83,0.2,0.06
123,2001,7.26,5.07,42.8,52.4,50.7,42.2,85.8,84.2,83.1,1.19,1.23,1.15,1.19,0.5,0.15,0.55,0.95
123,2002,5.03,3.12,40.9,46.7,54.5,39.6,88.3,84,85.37,2.22,-0.66,-0.33,0.41,-1.98,0.79,-0.03,2.07
123,2003,2.79,1.85,39.5,47.7,51.7,40.2,84.4,85.7,82.93,0.2,1.1,0.64,0.65,2.75,-1.03,0.3,0.52
123,2004,4.42,5.93,40,53.3,53,42,82.2,78,79.8,-0.43,-0.86,-0.1,-0.46,-1.41,2.02,-0.23,1.12
123,2005,7.36,5.8,41.3,46.6,57.4,42.2,88.3,85.1,87,-2.78,-3.28,-3.48,-3.18,-2.34,-1.63,-2.41,-1.89
123,2006,6.63,3.28,42,50.5,52,38.9,87.6,82.4,84,-4.28,-4.15,0.35,-2.69,-0.94,1.05,-0.34,-4.35
123,2007,9.41,6.49,37.6,54.5,54,47.8,82.8,86,84.13,-1.25,-1.12,-0.03,-0.8,-0.01,2.93,0.66,-1.05
123,2008,7.66,3.84,40,45.8,54.9,41,84,82.1,83.1,-0.25,0.68,0.22,0.22,2.03,-1.18,0.2,-0.18
123,2009,9.42,5.32,38.1,50.4,53.2,40.5,78.4,79.1,79.8,4.29,4.49,4.51,4.43,1.91,1.44,1.15,4.75
123,2010,4.89,5.74,44.6,51.8,54.2,41.7,87.4,86.6,86,4.03,3.23,2.82,3.36,-1.14,-0.24,0.82,3.06
123,2011,5.49,4.28,39.4,49.7,51.2,41.4,89.5,85.3,85.37,2.34,2.06,1.73,2.04,-0.11,-0.37,0.23,2.17
123,2012,3.47,7.58,40.3,54.2,51.4,40.4,93.2,85.6,87.7,-1.88,-2.71,-2.54,-2.38,-3.07,-0.32,-1.65,-1.51
123,2013,7.48,2.34,37.6,52.7,53.7,42.1,82.9,83.4,82.43,3.07,-0.53,-1.27,0.42,-1.59,-2.37,-1.17,3.25
123,2014,4.99,4.33,37.6,50.7,52,41.4,79.8,82.3,81.4,0.97,0.74,1.5,1.07,-0.39,2.5,1.68,-1.75
123,2015,3.61,2.07,39.2,53.2,58.6,43,81.8,80.9,80.8,2.58,2.83,2.9,2.77,1.56,1.09,3.12,0.38
123,2016,4.27,11.59,39.1,50.5,59.4,47.8,83.5,83.7,84.13,1.44,2.08,4.14,2.55,2.35,6.83,3.31,1.33
123,2017,6.63,2.77,43,49,54.4,47.6,85.2,80.3,83.23,2.14,2.54,-0.39,1.43,1.86,-1.16,-0.1,2.76
123,2018,7.91,2.37,30.4,57.2,57.3,41.5,84.2,84.4,84.13,1.22,0.8,0.84,0.95,-0.88,0.38,0.48,0.64
123,2019,8.19,4.12,39.2,50.4,60.1,41.8,87.7,82.2,83.43,3.79,2.87,2.29,2.98,-1.61,-0.85,-0.82,4.23
123,2020,6.47,3.27,36.3,49.8,53.8,39.8,87,83.8,85.3,2.44,3.14,2.03,2.54,2.85,-2.34,-0.51,3.47
123,2021,5.85,3.54,40,50.1,57.1,50.9,83.1,85.6,84.47,1.52,1.98,1.83,1.78,1.87,0.15,0.93,1.41
123,2022,5.92,2.28,37.4,54.3,55,39.2,84,82.8,83.77,-0.67,-0.32,-0.33,-0.44,0.85,-0.13,0.06,-0.55
123,2023,7.11,4.24,38.4,50.1,56.7,45.5,85,82.9,84.1,-2.21,0.67,0.59,-0.32,2,-0.01,-0.18,-1.52
123,2024,6.51,3.58,42.1,54.5,54.6,43.8,83.1,83.2,83.77,0.03,0.64,-0.02,0.22,1.86,-0.05,0.27,0.4
123,2025,4.92,4.72,40.7,49.4,54.4,47.1,86.8,82.4,84.4,-3.02,-1.28,-1.4,-1.9,4.29,-0.76,0.94,-3.1
125,1980,5.28,5.25,39.1,51.4,56,39,91.2,88.2,87.23,0.53,-0.5,0.83,0.29,-1.5,2.49,0.86,-2.57
125,1981,3.48,3.26,45.9,48.1,54,41.8,84,81.8,83.03,1.83,3.4,4.25,3.16,5.27,3.6,3.83,1.07
125,1982,8.96,3.4,35.7,56.7,54.7,42.7,85.7,82,81.77,2.81,2.81,2.85,2.82,0.87,0.98,0.61,3.14
125,1983,4.41,11.23,37.6,48.7,54.3,45.3,92.7,93.2,90.07,-0.24,-1.18,-1.98,-1.13,-2.89,-2.76,-2.13,3.74
125,1984,6.9,8.78,41.6,48,53.5,48.7,84.5,87.5,86,2.24,2.16,1.19,1.86,0.46,-2.25,-0.95,2.89
125,1985,9.4,6.89,45.5,53.1,56.4,45.9,86,80.4,82.23,1.18,1.03,1.34,1.18,-0.1,1.24,0.22,1.49
125,1986,3.29,12.88,43.5,53.7,59.5,46.1,87.9,81.9,84.83,0.5,1.48,0.98,0.99,3.09,-1.04,1.19,-1.81
125,1987,4.44,3.9,40.6,55.2,54,35.8,89.6,86.6,87.83,-2.25,-2.82,-2.7,-2.59,-2.41,-0.52,-1.37,-2.06
125,1988,5.76,7.25,38.6,50.9,54.4,37.6,91.4,90.6,90.1,-3.76,-4.75,-4.85,-4.45,-4.12,-1.77,-3.04,-2.99
125,1989,3.31,6.78,40.2,48.6,51.9,43.4,87,84.4,84.5,-3.39,-3.27,-3.08,-3.25,-0.68,-0.44,-1.07,-3
125,1990,9.78,1.72,39.6,49,57,39.9,84.3,83.4,83.47,2.85,3.08,3.47,3.13,1.57,2.12,3.04,1.16
125,1991,4.24,9.51,45.4,58.3,54.7,44.1,87.5,85.8,86.73,1.64,0.93,1.22,1.26,-1.62,1.16,-1.01,2.79
125,1992,4.3,4.99,39.6,49.1,53,41.1,82.6,80,81.4,-1.6,1.82,1.17,0.46,5.45,-1.37,0.86,-1.23
125,1993,9.08,9.65,39.6,53.1,51.8,40.3,84.8,85.1,83.83,3.97,5.95,6.61,5.51,7.18,3.8,4.53,3.45
125,1994,3.5,4.1,40.9,49,53.1,45.7,85.4,83.3,84.8,3.37,2.75,2.5,2.87,-0.81,0.11,-0.54,4.09
125,1995,5.87,6.77,38.4,50.1,50.7,42,87.5,89.7,87.07,-0.3,-0.58,-0.58,-0.49,-0.91,-0.2,-0.67,3.69
125,1996,4.42,3.08,36.1,52,51.7,43,84.2,84.9,83.8,-0.02,0.07,-0.51,-0.15,0.21,-1.52,-0.46,1.02
125,1997,8.23,3.35,36.7,46.7,54.8,43.2,87,82.1,83.57,-0.93,-1.37,0.6,-0.57,-1.61,1.79,-0.43,-0.49
125,1998,10.43,5.63,42.3,58,59.6,44.8,86,85.7,84.3,3.78,3.18,3.08,3.35,-0.64,0.67,1.6,2.45
125,1999,6.33,4.08,44.1,53.6,49.1,41,89.4,82.8,84.93,1.93,2.03,2.35,2.1,0.9,1.6,1.33,1.6
125,2000,4.64,2.75,40.1,53.9,53.6,46,83.5,86.2,83.4,0.92,1.33,1.39,1.21,1.52,0.58,1.62,-2.26
125,2001,7.35,4.32,45.5,54.5,52.4,43,88.1,86.7,85.23,1.31,0.75,1.09,1.05,-1.26,1.25,0.34,1.08
125,2002,5.87,3.39,41.6,48.7,55.3,41,89.8,85.2,86.93,2.21,2.53,3.29,2.68,1.63,3.07,1.82,2.19
125,2003,3.91,2.12,41.7,50.4,51.6,42,85.6,87.3,84.03,0.49,1.42,1.34,1.08,2.94,0.2,1.53,-1.6
125,2004,4.79,5.95,42.2,55.5,54,44.2,82.7,80.3,81.03,0.74,0.71,1.56,1,0.15,2.76,1.24,0.53
125,2005,7.21,5.98,43.7,48.4,58.2,43.9,89.3,87,88.17,-2.73,-3.43,-3.56,-3.24,-2.94,-1.46,-2.59,-1.79
125,2006,5.79,4.01,44.1,53.3,52.8,39.6,88.7,84.8,85.57,-4.36,-3.75,-3.52,-3.88,0.48,-0.46,-0.59,-4.2
125,2007,8.61,6.05,39.3,56.8,55.8,47.4,84.6,90.1,86.2,-0.7,-0.88,-1.34,-0.97,-0.76,-1.64,-0.57,-1.04
125,2008,9.51,5.5,40.8,47.7,56,42.6,85.1,83,84.07,2.35,2.97,2.96,2.76,2.59,0.89,2.04,1.63
125,2009,8.21,4,41.4,52.4,55.1,41.5,80.3,80.8,81.63,4.7,5.28,6.52,5.5,3.17,5.37,3.46,4.56
125,2010,6.01,7.26,46.5,53.8,55.9,42.2,88.2,87.8,86.93,6.56,6.66,6.64,6.62,2.32,1.99,3.24,5.3
125,2011,6,4.06,41.7,51.5,51.5,41.7,90.4,87.4,86.8,5.24,-0.39,-1.41,1.15,-1.18,-3.17,-0.25,4.51
125,2012,3.3,7.6,42.4,55.8,52.3,41.2,94.7,87.7,89.07,-3.19,-4.31,-4.52,-4.01,-4.35,-1.97,-2.75,-2.84
125,2013,8.98,3.07,39.3,53.5,55.2,41.9,83.8,84.4,83.47,4.05,-0.14,-0.96,0.98,-0.41,-2.51,-0.56,4.05
