state,state_ansi,county,county_ansi,ag_district,ag_district_code,year,is_county_estimate,acres_planted,acres_harvested,production_bu,yield_bu_ac
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2006,1,104000,103500,4450500,43
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2007,1,77000,76800,1996800,26
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2008,1,117000,116900,4792900,41
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2009,1,114000,113000,3842000,34
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2010,1,78000,77700,3383000,43.5
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2011,1,86000,85600,3050000,35.6
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2012,1,76000,73600,1987000,27
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2013,1,84500,84400,3137000,37.2
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2014,1,87500,87400,4540000,51.9
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2015,1,84100,83200,3997000,48
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2016,1,94800,94000,4866000,51.8
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2017,1,91500,91000,4440000,48.8
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2018,1,90000,87100,4904000,56.3
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2020,1,83400,82200,4439000,54
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2022,1,87300,85600,4802000,56.1
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2023,1,83100,82700,4854000,58.7
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2024,1,94700,94300,5215000,55.3
ILLINOIS,17,RICHLAND,159,EAST SOUTHEAST,70,2025,1,92000,91200,4131000,45.3
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1980,1,24600,24500,931200,38
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1981,1,21300,21000,914700,43.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1982,1,21200,21000,808000,38.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1983,1,21600,21500,849300,39.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1984,1,21200,21000,747300,35.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1985,1,22200,22000,929900,42.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1986,1,26000,25800,1095100,42.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1987,1,27500,27300,1185700,43.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1988,1,29200,28600,934700,32.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1989,1,36500,36400,1608800,44
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1990,1,37000,35400,1564900,44
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1991,1,40000,39500,1757750,44.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1992,1,45000,44500,1980250,44.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1993,1,42000,39000,1638000,42
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1994,1,46000,45600,2280000,50
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1995,1,47000,46800,2012400,43
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1996,1,50000,49800,2315700,46.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1997,1,49000,48800,2342400,48
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1998,1,53000,52700,2714050,51.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,1999,1,51000,50800,2235200,44
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2000,1,55000,54700,2461500,45
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2001,1,57000,56700,2664900,47
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2002,1,55000,54700,2899100,53
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2003,1,53000,52900,1904400,36
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2004,1,50000,49900,2594800,52
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2005,1,47000,46700,2054800,44
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2006,1,51000,50800,2489200,49
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2007,1,39000,38900,2061700,53
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2008,1,43000,42900,2059200,48
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2009,1,43000,42900,2059200,48
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2010,1,43000,42800,2134000,49.9
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2011,1,42000,42000,2495000,59.4
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2012,1,44000,43800,2204000,50.3
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2013,1,47300,47000,2193000,46.7
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2014,1,42900,41800,2311000,55.3
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2015,1,45700,45600,2653000,58.2
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2016,1,46700,46500,2696000,58
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2017,1,45500,45200,2649000,58.6
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2018,1,51000,49500,2993000,60.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2020,1,48000,47800,2930000,61.3
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2021,1,50600,50200,3243000,64.6
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2022,1,51500,51300,3401000,66.3
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2023,1,49900,49700,3156000,63.5
ILLINOIS,17,ROCK ISLAND,161,NORTHWEST,10,2025,1,47500,47200,3323000,70.4
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1980,1,50600,50000,1046200,21
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1981,1,43700,43000,1044800,24.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1982,1,46700,46500,1405600,30
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1983,1,40900,40500,807700,20
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1984,1,44100,43000,1195500,28
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1985,1,44300,44000,1480800,33.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1986,1,45100,44900,1479800,33
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1987,1,40700,40200,1204100,30
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1988,1,38800,38000,1127300,29.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1989,1,37900,37800,1201400,32
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1990,1,44900,43600,1413400,32.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1991,1,43000,42800,1433800,33.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1992,1,45000,44700,1810350,40.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1993,1,45000,44800,1523200,34
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1994,1,45000,44600,1516400,34
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1995,1,43000,42700,1152900,27
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1996,1,54000,53900,1967350,36.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1997,1,47000,46000,1656000,36
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1998,1,46000,45900,1445850,31.5
ILLINOIS,17,SALINE,165,SOUTHEAST,90,1999,1,44000,43800,1226400,28
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2000,1,50000,49600,1984000,40
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2001,1,58000,57600,2592000,45
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2002,1,56000,55500,1332000,24
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2003,1,53000,52900,2010200,38
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2004,1,53000,52800,2270400,43
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2005,1,54000,53800,2474800,46
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2006,1,60000,59700,2686500,45
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2007,1,49000,48300,1304100,27
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2008,1,60000,59900,2396000,40
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2009,1,55000,54800,2466000,45
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2010,1,56000,55900,2186000,39.1
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2011,1,56000,55900,2049000,36.7
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2012,1,53000,52000,1555000,29.9
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2013,1,51300,51000,2398000,47
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2014,1,52500,52400,2427000,46.3
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2016,1,56300,56200,2629000,46.8
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2017,1,57100,56900,2839000,49.9
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2018,1,67000,65100,3214000,49.4
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2020,1,58900,58600,3457000,59
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2021,1,57300,56800,3363000,59.2
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2022,1,63300,63100,3332000,52.8
ILLINOIS,17,SALINE,165,SOUTHEAST,90,2023,1,55400,55100,3047000,55.3
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1980,1,191700,191000,7326100,38.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1981,1,192200,189000,8322600,44
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1982,1,191200,190500,8466900,44.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1983,1,193100,192500,6390000,33
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1984,1,193900,190500,7268100,38
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1985,1,195800,194000,9551200,49
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1986,1,204300,203600,9862200,48.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1987,1,203400,198400,8221000,41.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1988,1,204300,203600,6347300,31
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1989,1,202000,199300,9600400,48
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1990,1,190700,190200,8594700,45
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1991,1,194000,193500,9384050,48.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1992,1,200000,199100,9657600,48.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1993,1,207000,204000,9588000,47
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1994,1,207000,205700,10182150,49.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1995,1,200000,198900,8353800,42
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1996,1,198000,197700,9094200,46
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1997,1,199000,198300,8824350,44.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1998,1,217000,215900,10687050,49.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,1999,1,194000,193200,8887200,46
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2000,1,195000,194800,9350400,48
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2001,1,187000,185900,8923200,48
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2002,1,176000,175700,8960700,51
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2003,1,172000,171700,8241600,48
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2004,1,158000,157600,8510400,54
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2005,1,143000,142400,7547200,53
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2006,1,146000,145400,7851600,54
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2007,1,121000,120900,6165900,51
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2008,1,118000,117000,5967000,51
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2009,1,119000,118300,6269900,53
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2010,1,136000,135200,8161000,60.4
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2011,1,129000,128700,7217000,56.1
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2012,1,134000,133500,6611000,49.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2013,1,141000,141000,8033000,57
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2014,1,153500,153200,9690000,63.3
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2015,1,151500,151200,9185000,60.7
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2016,1,145500,143000,9472000,66.2
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2017,1,168500,167700,11795000,70.3
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2018,1,192000,187100,15052000,80.4
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2019,1,166000,164400,10764000,65.5
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2020,1,162500,161800,11132000,68.8
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2021,1,183000,181700,13101000,72.1
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2022,1,184500,183700,13355000,72.7
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2023,1,172000,171300,12351000,72.1
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2024,1,183000,182000,14061000,77.3
ILLINOIS,17,SANGAMON,167,WEST SOUTHWEST,60,2025,1,162000,161000,11512000,71.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1980,1,62400,62000,1971900,32
ILLINOIS,17,SCHUYLER,169,WEST,30,1981,1,53500,52500,1943500,37
ILLINOIS,17,SCHUYLER,169,WEST,30,1982,1,55700,55500,2100600,38
ILLINOIS,17,SCHUYLER,169,WEST,30,1983,1,54600,54500,1236400,22.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1984,1,52600,52000,1493400,28.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1985,1,56500,56000,2023600,36
ILLINOIS,17,SCHUYLER,169,WEST,30,1986,1,56900,56000,2181300,39
ILLINOIS,17,SCHUYLER,169,WEST,30,1987,1,56400,56000,1845200,33
ILLINOIS,17,SCHUYLER,169,WEST,30,1988,1,51700,51700,1481800,28.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1989,1,51000,50900,1921000,37.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1990,1,51700,51400,1792500,35
ILLINOIS,17,SCHUYLER,169,WEST,30,1991,1,60000,58700,2230600,38
ILLINOIS,17,SCHUYLER,169,WEST,30,1992,1,62000,61700,2560550,41.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1993,1,63000,62000,2728000,44
ILLINOIS,17,SCHUYLER,169,WEST,30,1994,1,64000,63800,2934800,46
ILLINOIS,17,SCHUYLER,169,WEST,30,1995,1,63000,62400,2340000,37.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1996,1,60000,59800,2392000,40
ILLINOIS,17,SCHUYLER,169,WEST,30,1997,1,57000,56700,2239650,39.5
ILLINOIS,17,SCHUYLER,169,WEST,30,1998,1,60000,59700,2686500,45
ILLINOIS,17,SCHUYLER,169,WEST,30,1999,1,56000,55700,2172300,39
ILLINOIS,17,SCHUYLER,169,WEST,30,2000,1,62000,61900,2785500,45
ILLINOIS,17,SCHUYLER,169,WEST,30,2001,1,60000,59600,2741600,46
ILLINOIS,17,SCHUYLER,169,WEST,30,2002,1,62000,61700,2653100,43
ILLINOIS,17,SCHUYLER,169,WEST,30,2003,1,56000,55900,2403700,43
ILLINOIS,17,SCHUYLER,169,WEST,30,2004,1,64000,63500,3302000,52
ILLINOIS,17,SCHUYLER,169,WEST,30,2005,1,54000,53800,2367200,44
ILLINOIS,17,SCHUYLER,169,WEST,30,2006,1,59000,58800,2410800,41
ILLINOIS,17,SCHUYLER,169,WEST,30,2007,1,41000,40800,1550400,38
ILLINOIS,17,SCHUYLER,169,WEST,30,2008,1,50000,49700,2286200,46
ILLINOIS,17,SCHUYLER,169,WEST,30,2009,1,56000,55400,2659200,48
ILLINOIS,17,SCHUYLER,169,WEST,30,2010,1,50000,49600,2413000,48.6
ILLINOIS,17,SCHUYLER,169,WEST,30,2011,1,52000,51800,2337000,45.1
ILLINOIS,17,SCHUYLER,169,WEST,30,2012,1,49000,48500,1794000,37
ILLINOIS,17,SCHUYLER,169,WEST,30,2013,1,54400,54300,2704000,49.8
ILLINOIS,17,SCHUYLER,169,WEST,30,2014,1,55000,54800,2872000,52.4
ILLINOIS,17,SCHUYLER,169,WEST,30,2015,1,54200,53900,2870000,53.2
ILLINOIS,17,SCHUYLER,169,WEST,30,2016,1,56700,56500,3216000,56.9
ILLINOIS,17,SCHUYLER,169,WEST,30,2017,1,63500,63200,3701000,58.6
ILLINOIS,17,SCHUYLER,169,WEST,30,2018,1,59000,57500,3442000,59.9
ILLINOIS,17,SCHUYLER,169,WEST,30,2020,1,59700,59400,3451000,58.1
ILLINOIS,17,SCHUYLER,169,WEST,30,2021,1,61200,60700,3836000,63.2
ILLINOIS,17,SCHUYLER,169,WEST,30,2022,1,62300,62100,3920000,63.1
ILLINOIS,17,SCHUYLER,169,WEST,30,2023,1,58600,58300,3521000,60.4
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1980,1,38200,38000,1265800,33.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1981,1,42500,42000,1658200,39.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1982,1,40700,40500,1557400,38.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1983,1,38100,38000,931500,24.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1984,1,42700,42000,1440100,34.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1985,1,43300,43000,1728200,40
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1986,1,45400,45200,1873400,41.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1987,1,44300,43100,1420100,33
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1988,1,45000,44900,1354600,30
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1989,1,44400,44000,1726200,39
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1990,1,45300,45300,1757700,39
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1991,1,47000,46800,2059200,44
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1992,1,44000,43500,1761750,40.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1993,1,42000,39000,1677000,43
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1994,1,42000,41800,1839200,44
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1995,1,40000,39600,1544400,39
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1996,1,36000,35900,1525750,42.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1997,1,42000,41900,1759800,42
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1998,1,50000,49600,2232000,45
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,1999,1,47000,46700,1727900,37
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2000,1,45000,44900,2065400,46
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2001,1,50000,49700,2087400,42
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2002,1,46000,45500,2002000,44
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2003,1,45000,44900,2065400,46
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2004,1,45000,44900,2334800,52
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2005,1,42000,41800,1964600,47
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2006,1,45000,44800,2150400,48
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2007,1,37000,36900,1476000,40
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2008,1,39000,38500,1809500,47
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2009,1,43000,42900,2187900,51
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2010,1,41000,40800,2134000,52.3
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2011,1,42000,41400,1840000,44.4
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2012,1,41000,40800,1774000,43.5
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2013,1,45200,45100,2402000,53.3
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2014,1,40100,39900,2177000,54.6
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2015,1,44900,43600,2212000,50.7
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2016,1,41400,41100,2378000,57.9
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2017,1,48500,48200,3033000,62.9
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2020,1,48200,48000,3125000,65.1
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2021,1,52900,52400,3401000,64.9
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2022,1,52500,52300,3771000,72.1
ILLINOIS,17,SCOTT,171,WEST SOUTHWEST,60,2023,1,52200,52000,3214000,61.8
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1980,1,170900,170000,5748100,34
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1981,1,159200,158000,6350800,40
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1982,1,156300,156000,5857600,37.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1983,1,161100,160500,4455300,28
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1984,1,162800,160000,4011200,25
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1985,1,158400,157000,6634800,42.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1986,1,154300,154000,6306100,41
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1987,1,153500,152000,5539500,36.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1988,1,152400,152100,4129900,27
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1989,1,146600,145700,5137200,35.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1990,1,150000,149500,5507200,37
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1991,1,147000,145300,5448750,37.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1992,1,149000,147700,6572650,44.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1993,1,148000,146000,6424000,44
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1994,1,146000,144700,6366800,44
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1995,1,153000,152300,5482800,36
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1996,1,153000,151600,4927000,32.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1997,1,152000,151600,5760800,38
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1998,1,165000,164900,6843350,41.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,1999,1,162000,160900,5953300,37
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2000,1,166000,165700,7787900,47
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2001,1,167000,165800,6797800,41
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2002,1,169000,168500,6403000,38
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2003,1,160000,159700,6707400,42
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2004,1,160000,159600,7980000,50
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2005,1,151000,150200,6608800,44
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2006,1,158000,157300,7550400,48
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2007,1,137000,136900,6708100,49
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2008,1,151000,150800,7389200,49
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2009,1,153000,152700,7329600,48
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2010,1,153000,152500,8444000,55.4
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2011,1,157000,156900,6863000,43.7
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2012,1,152000,150600,6943000,46.1
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2013,1,162500,162300,7955000,49
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2014,1,161000,160700,9087000,56.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2015,1,167000,166800,9938000,59.6
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2016,1,166500,165900,9545000,57.5
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2017,1,177500,176800,10785000,61
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2018,1,178000,173800,12240000,70.4
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2019,1,176500,175000,9833000,56.2
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2020,1,170500,169700,10250000,60.4
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2021,1,180500,178900,12040000,67.3
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2022,1,174000,173400,11635000,67.1
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2023,1,177500,176800,11174000,63.2
ILLINOIS,17,SHELBY,173,EAST SOUTHEAST,70,2025,1,177000,175800,10179000,57.9
ILLINOIS,17,ST CLAIR,163,SOUTHWEST,80,1980,1,116900,116000,3171400,27.5
ILLINOIS,17,ST CLAIR,163,SOUTHWEST,80,1981,1,109400,108000,4005400,37
ILLINOIS,17,ST CLAIR,163,SOUTHWEST,80,1982,1,115700,115000,4273400,37
ILLINOIS,17,ST CLAIR,163,SOUTHWEST,80,1983,1,106500,106000,2864700,27
ILLINOIS,17,ST CLAIR,163,SOUTHWEST,80,1984,1,107200,105000,3216800,30.5
ILLINOIS,17,ST CLAIR,163,SOUTHWEST,80,1985,1,116200,115000,3932900,34
